Hour,Region,TaskType,Model,Actual_GPU_Demand,Predicted_GPU_Demand
2386,RegionF,AITraining,ARIMA,114.0,122.66286803619408
2387,RegionF,AITraining,ARIMA,226.0,122.66286803619408
2388,RegionF,AITraining,ARIMA,345.0,122.66286803619408
2389,RegionF,AITraining,ARIMA,41.0,122.66286803619408
2390,RegionF,AITraining,ARIMA,87.0,122.66286803619408
2391,RegionF,AITraining,ARIMA,58.0,122.66286803619408
2392,RegionF,AITraining,ARIMA,250.0,122.66286803619408
2393,RegionF,AITraining,ARIMA,223.0,122.66286803619408
2394,RegionF,AITraining,ARIMA,339.0,122.66286803619408
2395,RegionF,AITraining,ARIMA,149.0,122.66286803619408
2396,RegionF,AITraining,ARIMA,121.0,122.66286803619408
2397,RegionF,AITraining,ARIMA,76.0,122.66286803619408
2398,RegionF,AITraining,ARIMA,122.0,122.66286803619408
2399,RegionF,AITraining,ARIMA,271.0,122.66286803619408
