TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,ExecutionRegion,StartHour,FinishHour,NetworkLatency_ms,Scheduled
21428,RealTimeInference,2387,5,142,High,RegionC,20,2390,2387,NonPreemptive,RegionB,2387.0,2389.366666666667,14.0,True
21451,AITraining,2394,34,253,Low,RegionD,150,2406,2394,NonPreemptive,RegionE,2394.0,2398.2166666666667,22.0,True
21730,AITraining,2397,49,289,Low,RegionF,150,2406,2397,NonPreemptive,RegionF,2397.0,2401.8166666666666,5.0,True
21792,RealTimeInference,2392,4,316,High,RegionA,20,2398,2392,NonPreemptive,RegionA,2392.0,2397.266666666667,5.0,True
21837,AITraining,2388,59,256,Low,RegionD,150,2406,2388,NonPreemptive,RegionD,2388.0,2392.266666666667,5.0,True
21897,RealTimeInference,2393,3,92,High,RegionA,20,2395,2393,NonPreemptive,RegionB,2393.0,2394.5333333333333,12.0,True
22136,BatchInference,2398,7,79,Medium,RegionE,80,2406,2398,NonPreemptive,RegionF,2398.0,2399.3166666666666,18.0,True
22175,AITraining,2383,112,391,Low,RegionE,150,2406,2383,NonPreemptive,RegionD,2383.0,2389.516666666667,22.0,True
22360,RealTimeInference,2398,6,11,High,RegionD,20,2399,2398,NonPreemptive,RegionD,2398.0,2398.1833333333334,5.0,True
22462,BatchInference,2381,23,138,Medium,RegionC,80,2406,2381,NonPreemptive,RegionD,2381.0,2383.3,58.0,True
22576,AITraining,2395,16,185,Low,RegionF,150,2406,2395,NonPreemptive,RegionE,2395.0,2398.0833333333335,18.0,True
22636,RealTimeInference,2377,2,250,High,RegionF,20,2382,2377,NonPreemptive,RegionF,2377.0,2381.1666666666665,5.0,True
22705,AITraining,2385,80,135,Low,RegionE,150,2406,2385,NonPreemptive,RegionF,2385.0,2387.25,18.0,True
22706,RealTimeInference,2391,2,45,High,RegionC,20,2392,2391,NonPreemptive,RegionA,2391.0,2391.75,15.0,True
22852,AITraining,2386,62,345,Low,RegionF,150,2406,2386,NonPreemptive,RegionD,2386.0,2391.75,25.0,True
22871,BatchInference,2381,7,229,Medium,RegionE,80,2406,2381,NonPreemptive,RegionF,2381.0,2384.8166666666666,18.0,True
22890,RealTimeInference,2384,3,108,High,RegionC,20,2386,2384,NonPreemptive,RegionB,2384.0,2385.8,14.0,True
22926,BatchInference,2377,19,208,Medium,RegionA,80,2406,2377,NonPreemptive,RegionD,2377.0,2380.4666666666667,65.0,True
22937,AITraining,2386,52,137,Low,RegionF,150,2406,2386,NonPreemptive,RegionD,2386.0,2388.2833333333333,25.0,True
23146,RealTimeInference,2387,3,333,High,RegionC,20,2393,2387,NonPreemptive,RegionA,2387.0,2392.55,15.0,True
23364,RealTimeInference,2392,5,115,High,RegionE,20,2394,2392,NonPreemptive,RegionF,2392.0,2393.9166666666665,18.0,True
23381,BatchInference,2394,15,240,Medium,RegionD,80,2406,2394,NonPreemptive,RegionD,2394.0,2398.0,5.0,True
23421,AITraining,2398,19,264,Low,RegionE,150,2406,2398,NonPreemptive,RegionD,2398.0,2402.4,22.0,True
23424,RealTimeInference,2379,5,397,High,RegionA,20,2386,2379,NonPreemptive,RegionB,2379.0,2385.616666666667,12.0,True
23479,AITraining,2377,113,131,Low,RegionD,150,2406,2377,NonPreemptive,RegionE,2377.0,2379.1833333333334,22.0,True
23514,AITraining,2385,76,231,Low,RegionF,150,2406,2385,NonPreemptive,RegionE,2385.0,2388.85,18.0,True
23544,RealTimeInference,2393,1,135,High,RegionB,20,2396,2393,NonPreemptive,RegionB,2393.0,2395.25,5.0,True
23667,BatchInference,2386,15,313,Medium,RegionA,80,2406,2386,NonPreemptive,RegionE,2386.0,2391.2166666666667,78.0,True
23682,RealTimeInference,2396,7,277,High,RegionB,20,2401,2396,NonPreemptive,RegionB,2396.0,2400.616666666667,5.0,True
23708,RealTimeInference,2387,7,100,High,RegionB,20,2389,2387,NonPreemptive,RegionA,2387.0,2388.6666666666665,12.0,True
23890,RealTimeInference,2385,5,287,High,RegionA,20,2390,2385,NonPreemptive,RegionB,2385.0,2389.7833333333333,12.0,True
23936,AITraining,2389,127,230,Low,RegionD,150,2406,2389,NonPreemptive,RegionF,2389.0,2392.8333333333335,25.0,True
24073,AITraining,2395,110,92,Low,RegionB,150,2406,2395,NonPreemptive,RegionF,2395.0,2396.5333333333333,79.0,True
24255,BatchInference,2397,20,126,Medium,RegionE,80,2406,2397,NonPreemptive,RegionE,2397.0,2399.1,5.0,True
24477,BatchInference,2393,16,68,Medium,RegionD,80,2406,2393,NonPreemptive,RegionC,2393.0,2394.133333333333,58.0,True
24568,RealTimeInference,2378,4,145,High,RegionB,20,2381,2378,NonPreemptive,RegionC,2378.0,2380.4166666666665,14.0,True
24572,BatchInference,2390,9,303,Medium,RegionA,80,2406,2390,NonPreemptive,RegionE,2390.0,2395.05,78.0,True
24641,BatchInference,2383,12,84,Medium,RegionD,80,2406,2383,NonPreemptive,RegionF,2383.0,2384.4,25.0,True
24714,RealTimeInference,2380,5,325,High,RegionC,20,2386,2380,NonPreemptive,RegionB,2380.0,2385.4166666666665,14.0,True
24748,RealTimeInference,2384,1,187,High,RegionE,20,2388,2384,NonPreemptive,RegionE,2384.0,2387.116666666667,5.0,True
24774,BatchInference,2380,16,104,Medium,RegionF,80,2406,2380,NonPreemptive,RegionF,2380.0,2381.733333333333,5.0,True
24949,BatchInference,2386,16,61,Medium,RegionD,80,2406,2386,NonPreemptive,RegionF,2386.0,2387.016666666667,25.0,True
24995,BatchInference,2396,10,63,Medium,RegionD,80,2406,2396,NonPreemptive,RegionB,2396.0,2397.05,60.0,True
25000,RealTimeInference,2387,6,99,High,RegionB,20,2389,2387,NonPreemptive,RegionA,2387.0,2388.65,12.0,True
25215,RealTimeInference,2391,5,206,High,RegionA,20,2395,2391,NonPreemptive,RegionA,2391.0,2394.4333333333334,5.0,True
25467,RealTimeInference,2385,6,172,High,RegionB,20,2388,2385,NonPreemptive,RegionB,2385.0,2387.866666666667,5.0,True
25631,BatchInference,2392,18,283,Medium,RegionD,80,2406,2392,NonPreemptive,RegionF,2392.0,2396.7166666666667,25.0,True
25757,BatchInference,2377,17,322,Medium,RegionE,80,2406,2377,NonPreemptive,RegionE,2377.0,2382.366666666667,5.0,True
25763,AITraining,2391,114,290,Low,RegionE,150,2406,2391,NonPreemptive,RegionD,2391.0,2395.8333333333335,22.0,True
25795,AITraining,2390,46,103,Low,RegionE,150,2406,2390,NonPreemptive,RegionB,2390.0,2391.7166666666667,74.0,True
25839,RealTimeInference,2378,1,329,High,RegionA,20,2384,2378,NonPreemptive,RegionC,2378.0,2383.483333333333,15.0,True
26136,AITraining,2390,120,52,Low,RegionE,150,2406,2390,NonPreemptive,RegionF,2390.0,2390.866666666667,18.0,True
26377,BatchInference,2376,17,386,Medium,RegionB,80,2406,2376,NonPreemptive,RegionD,2376.0,2382.4333333333334,60.0,True
26569,RealTimeInference,2384,5,66,High,RegionB,20,2386,2384,NonPreemptive,RegionB,2384.0,2385.1,5.0,True
26584,AITraining,2380,125,64,Low,RegionF,150,2406,2380,NonPreemptive,RegionD,2380.0,2381.0666666666666,25.0,True
26590,AITraining,2385,27,295,Low,RegionF,150,2406,2385,NonPreemptive,RegionD,2385.0,2389.9166666666665,25.0,True
26779,RealTimeInference,2384,2,105,High,RegionB,20,2386,2384,NonPreemptive,RegionB,2384.0,2385.75,5.0,True
26783,BatchInference,2377,16,138,Medium,RegionA,80,2406,2377,NonPreemptive,RegionE,2377.0,2379.3,78.0,True
26788,BatchInference,2386,12,317,Medium,RegionF,80,2406,2386,NonPreemptive,RegionE,2386.0,2391.2833333333333,18.0,True
26836,RealTimeInference,2396,7,272,High,RegionA,20,2401,2396,NonPreemptive,RegionB,2396.0,2400.5333333333333,12.0,True
27016,BatchInference,2378,23,71,Medium,RegionD,80,2406,2378,NonPreemptive,RegionE,2378.0,2379.1833333333334,22.0,True
27109,AITraining,2384,99,300,Low,RegionF,150,2406,2384,NonPreemptive,RegionD,2384.0,2389.0,25.0,True
27293,AITraining,2388,50,320,Low,RegionF,150,2406,2388,NonPreemptive,RegionD,2388.0,2393.3333333333335,25.0,True
27301,BatchInference,2392,5,192,Medium,RegionA,80,2406,2392,NonPreemptive,RegionE,2392.0,2395.2,78.0,True
27485,RealTimeInference,2393,5,146,High,RegionA,20,2396,2393,NonPreemptive,RegionB,2393.0,2395.4333333333334,12.0,True
27509,AITraining,2377,113,391,Low,RegionF,150,2406,2377,NonPreemptive,RegionD,2377.0,2383.516666666667,25.0,True
27547,BatchInference,2397,17,58,Medium,RegionD,80,2406,2397,NonPreemptive,RegionD,2397.0,2397.9666666666667,5.0,True
27636,RealTimeInference,2388,7,254,High,RegionA,20,2393,2388,NonPreemptive,RegionB,2388.0,2392.233333333333,12.0,True
27637,AITraining,2391,50,31,Low,RegionD,150,2406,2391,NonPreemptive,RegionA,2391.0,2391.516666666667,65.0,True
27713,AITraining,2387,87,92,Low,RegionF,150,2406,2387,NonPreemptive,RegionE,2387.0,2388.5333333333333,18.0,True
27964,AITraining,2396,25,385,Low,RegionD,150,2406,2396,NonPreemptive,RegionD,2396.0,2402.4166666666665,5.0,True
28123,AITraining,2385,30,187,Low,RegionD,150,2406,2385,NonPreemptive,RegionE,2385.0,2388.116666666667,22.0,True
28161,BatchInference,2381,4,253,Medium,RegionB,80,2406,2381,NonPreemptive,RegionF,2381.0,2385.2166666666667,79.0,True
28165,BatchInference,2387,13,25,Medium,RegionE,80,2406,2387,NonPreemptive,RegionF,2387.0,2387.4166666666665,18.0,True
28388,AITraining,2385,85,288,Low,RegionF,150,2406,2385,NonPreemptive,RegionE,2385.0,2389.8,18.0,True
28488,BatchInference,2392,14,39,Medium,RegionA,80,2406,2392,NonPreemptive,RegionC,2392.0,2392.65,15.0,True
28656,RealTimeInference,2396,4,80,High,RegionC,20,2398,2396,NonPreemptive,RegionA,2396.0,2397.3333333333335,15.0,True
28664,AITraining,2393,96,375,Low,RegionF,150,2406,2393,NonPreemptive,RegionF,2393.0,2399.25,5.0,True
28667,RealTimeInference,2380,6,72,High,RegionB,20,2382,2380,NonPreemptive,RegionB,2380.0,2381.2,5.0,True
28692,RealTimeInference,2388,3,258,High,RegionA,20,2393,2388,NonPreemptive,RegionB,2388.0,2392.3,12.0,True
28753,AITraining,2396,74,105,Low,RegionE,150,2406,2396,NonPreemptive,RegionD,2396.0,2397.75,22.0,True
28923,BatchInference,2392,14,111,Medium,RegionC,80,2406,2392,NonPreemptive,RegionF,2392.0,2393.85,76.0,True
28952,RealTimeInference,2387,7,123,High,RegionC,20,2390,2387,NonPreemptive,RegionA,2387.0,2389.05,15.0,True
29239,RealTimeInference,2386,2,241,High,RegionB,20,2391,2386,NonPreemptive,RegionB,2386.0,2390.016666666667,5.0,True
29306,BatchInference,2387,20,36,Medium,RegionE,80,2406,2387,NonPreemptive,RegionF,2387.0,2387.6,18.0,True
29364,AITraining,2390,111,77,Low,RegionE,150,2406,2390,NonPreemptive,RegionB,2390.0,2391.2833333333333,74.0,True
29402,BatchInference,2384,17,188,Medium,RegionC,80,2406,2384,NonPreemptive,RegionF,2384.0,2387.133333333333,76.0,True
29425,AITraining,2378,98,233,Low,RegionF,150,2406,2378,NonPreemptive,RegionF,2378.0,2381.883333333333,5.0,True
29589,RealTimeInference,2377,5,61,High,RegionE,20,2379,2377,NonPreemptive,RegionE,2377.0,2378.016666666667,5.0,True
29651,RealTimeInference,2382,7,284,High,RegionB,20,2387,2382,NonPreemptive,RegionB,2382.0,2386.733333333333,5.0,True
29758,RealTimeInference,2380,7,369,High,RegionC,20,2387,2380,NonPreemptive,RegionB,2380.0,2386.15,14.0,True
29773,RealTimeInference,2387,6,107,High,RegionA,20,2389,2387,NonPreemptive,RegionB,2387.0,2388.7833333333333,12.0,True
29779,BatchInference,2376,17,336,Medium,RegionF,80,2406,2376,NonPreemptive,RegionF,2376.0,2381.6,5.0,True
29785,BatchInference,2377,17,332,Medium,RegionE,80,2406,2377,NonPreemptive,RegionD,2377.0,2382.5333333333333,22.0,True
29787,BatchInference,2397,7,250,Medium,RegionA,80,2406,2397,NonPreemptive,RegionD,2397.0,2401.1666666666665,65.0,True
30199,BatchInference,2390,15,374,Medium,RegionF,80,2406,2390,NonPreemptive,RegionE,2390.0,2396.233333333333,18.0,True
30207,AITraining,2380,33,93,Low,RegionD,150,2406,2380,NonPreemptive,RegionF,2380.0,2381.55,25.0,True
30238,RealTimeInference,2379,6,291,High,RegionD,20,2384,2379,NonPreemptive,RegionD,2379.0,2383.85,5.0,True
30449,AITraining,2398,44,16,Low,RegionB,150,2406,2398,NonPreemptive,RegionE,2398.0,2398.266666666667,74.0,True
30452,AITraining,2391,55,198,Low,RegionE,150,2406,2391,NonPreemptive,RegionF,2391.0,2394.3,18.0,True
30583,AITraining,2387,121,234,Low,RegionE,150,2406,2387,NonPreemptive,RegionF,2387.0,2390.9,18.0,True
30610,RealTimeInference,2398,7,161,High,RegionB,20,2401,2398,NonPreemptive,RegionB,2398.0,2400.6833333333334,5.0,True
30708,RealTimeInference,2379,1,384,High,RegionB,20,2386,2379,NonPreemptive,RegionB,2379.0,2385.4,5.0,True
30715,BatchInference,2396,14,319,Medium,RegionD,80,2406,2396,NonPreemptive,RegionF,2396.0,2401.3166666666666,25.0,True
30900,AITraining,2383,36,131,Low,RegionF,150,2406,2383,NonPreemptive,RegionF,2383.0,2385.1833333333334,5.0,True
31011,AITraining,2391,58,121,Low,RegionF,150,2406,2391,NonPreemptive,RegionF,2391.0,2393.016666666667,5.0,True
31076,AITraining,2394,67,382,Low,RegionE,150,2406,2394,NonPreemptive,RegionE,2394.0,2400.366666666667,5.0,True
31191,AITraining,2382,65,155,Low,RegionD,150,2406,2382,NonPreemptive,RegionF,2382.0,2384.5833333333335,25.0,True
31331,BatchInference,2379,5,85,Medium,RegionC,80,2406,2379,NonPreemptive,RegionD,2379.0,2380.4166666666665,58.0,True
31480,AITraining,2381,84,301,Low,RegionD,150,2406,2381,NonPreemptive,RegionD,2381.0,2386.016666666667,5.0,True
31539,AITraining,2379,103,77,Low,RegionD,150,2406,2379,NonPreemptive,RegionD,2379.0,2380.2833333333333,5.0,True
31600,RealTimeInference,2376,3,303,High,RegionB,20,2382,2376,NonPreemptive,RegionC,2376.0,2381.05,14.0,True
31688,BatchInference,2391,21,118,Medium,RegionF,80,2406,2391,NonPreemptive,RegionF,2391.0,2392.9666666666667,5.0,True
31709,AITraining,2387,44,148,Low,RegionD,150,2406,2387,NonPreemptive,RegionF,2387.0,2389.4666666666667,25.0,True
31710,AITraining,2377,64,114,Low,RegionD,150,2406,2377,NonPreemptive,RegionD,2377.0,2378.9,5.0,True
31748,RealTimeInference,2393,4,332,High,RegionA,20,2399,2393,NonPreemptive,RegionA,2393.0,2398.5333333333333,5.0,True
31788,AITraining,2379,81,349,Low,RegionD,150,2406,2379,NonPreemptive,RegionE,2379.0,2384.8166666666666,22.0,True
31953,BatchInference,2387,19,309,Medium,RegionB,80,2406,2387,NonPreemptive,RegionE,2387.0,2392.15,74.0,True
31955,BatchInference,2385,16,167,Medium,RegionD,80,2406,2385,NonPreemptive,RegionF,2385.0,2387.7833333333333,25.0,True
32107,RealTimeInference,2384,3,185,High,RegionC,20,2388,2384,NonPreemptive,RegionB,2384.0,2387.0833333333335,14.0,True
32162,RealTimeInference,2389,2,115,High,RegionA,20,2391,2389,NonPreemptive,RegionA,2389.0,2390.9166666666665,5.0,True
32241,AITraining,2395,112,14,Low,RegionD,150,2406,2395,NonPreemptive,RegionB,2395.0,2395.233333333333,60.0,True
32420,BatchInference,2388,19,343,Medium,RegionD,80,2406,2388,NonPreemptive,RegionF,2388.0,2393.7166666666667,25.0,True
32465,RealTimeInference,2386,6,144,High,RegionB,20,2389,2386,NonPreemptive,RegionB,2386.0,2388.4,5.0,True
32656,AITraining,2387,76,338,Low,RegionE,150,2406,2387,NonPreemptive,RegionE,2387.0,2392.633333333333,5.0,True
32719,RealTimeInference,2387,3,109,High,RegionA,20,2389,2387,NonPreemptive,RegionB,2387.0,2388.8166666666666,12.0,True
32894,AITraining,2382,70,92,Low,RegionF,150,2406,2382,NonPreemptive,RegionD,2382.0,2383.5333333333333,25.0,True
32917,RealTimeInference,2392,2,173,High,RegionA,20,2395,2392,NonPreemptive,RegionA,2392.0,2394.883333333333,5.0,True
33356,BatchInference,2387,14,202,Medium,RegionB,80,2406,2387,NonPreemptive,RegionD,2387.0,2390.366666666667,60.0,True
33418,AITraining,2378,122,237,Low,RegionE,150,2406,2378,NonPreemptive,RegionF,2378.0,2381.95,18.0,True
33422,BatchInference,2376,9,371,Medium,RegionB,80,2406,2376,NonPreemptive,RegionF,2376.0,2382.1833333333334,79.0,True
33478,BatchInference,2384,6,156,Medium,RegionE,80,2406,2384,NonPreemptive,RegionF,2384.0,2386.6,18.0,True
33573,BatchInference,2391,21,85,Medium,RegionB,80,2406,2391,NonPreemptive,RegionA,2391.0,2392.4166666666665,12.0,True
33589,BatchInference,2387,22,287,Medium,RegionE,80,2406,2387,NonPreemptive,RegionD,2387.0,2391.7833333333333,22.0,True
33605,BatchInference,2386,9,94,Medium,RegionB,80,2406,2386,NonPreemptive,RegionF,2386.0,2387.5666666666666,79.0,True
33741,BatchInference,2379,9,258,Medium,RegionF,80,2406,2379,NonPreemptive,RegionD,2379.0,2383.3,25.0,True
33742,RealTimeInference,2376,3,155,High,RegionA,20,2379,2376,NonPreemptive,RegionC,2376.0,2378.5833333333335,15.0,True
33770,AITraining,2398,88,140,Low,RegionD,150,2406,2398,NonPreemptive,RegionE,2398.0,2400.3333333333335,22.0,True
33779,AITraining,2389,31,306,Low,RegionE,150,2406,2389,NonPreemptive,RegionF,2389.0,2394.1,18.0,True
33785,BatchInference,2386,20,112,Medium,RegionD,80,2406,2386,NonPreemptive,RegionD,2386.0,2387.866666666667,5.0,True
33839,BatchInference,2378,21,33,Medium,RegionE,80,2406,2378,NonPreemptive,RegionD,2378.0,2378.55,22.0,True
34117,BatchInference,2397,19,40,Medium,RegionB,80,2406,2397,NonPreemptive,RegionA,2397.0,2397.6666666666665,12.0,True
34149,BatchInference,2383,13,100,Medium,RegionA,80,2406,2383,NonPreemptive,RegionD,2383.0,2384.6666666666665,65.0,True
34201,AITraining,2384,78,116,Low,RegionB,150,2406,2384,NonPreemptive,RegionF,2384.0,2385.9333333333334,79.0,True
34369,BatchInference,2385,18,298,Medium,RegionD,80,2406,2385,NonPreemptive,RegionD,2385.0,2389.9666666666667,5.0,True
34377,AITraining,2383,46,44,Low,RegionF,150,2406,2383,NonPreemptive,RegionD,2383.0,2383.733333333333,25.0,True
34439,RealTimeInference,2394,2,304,High,RegionA,20,2400,2394,NonPreemptive,RegionB,2394.0,2399.0666666666666,12.0,True
34531,RealTimeInference,2390,7,346,High,RegionB,20,2396,2390,NonPreemptive,RegionB,2390.0,2395.766666666667,5.0,True
34647,AITraining,2389,59,138,Low,RegionB,150,2406,2389,NonPreemptive,RegionE,2389.0,2391.3,74.0,True
34834,AITraining,2383,123,217,Low,RegionE,150,2406,2383,NonPreemptive,RegionE,2383.0,2386.616666666667,5.0,True
34989,BatchInference,2381,13,202,Medium,RegionA,80,2406,2381,NonPreemptive,RegionE,2381.0,2384.366666666667,78.0,True
35013,BatchInference,2377,9,346,Medium,RegionE,80,2406,2377,NonPreemptive,RegionD,2377.0,2382.766666666667,22.0,True
35181,RealTimeInference,2391,4,252,High,RegionB,20,2396,2391,NonPreemptive,RegionA,2391.0,2395.2,12.0,True
35202,RealTimeInference,2381,5,176,High,RegionC,20,2384,2381,NonPreemptive,RegionB,2381.0,2383.9333333333334,14.0,True
35298,RealTimeInference,2383,6,259,High,RegionA,20,2388,2383,NonPreemptive,RegionB,2383.0,2387.3166666666666,12.0,True
35335,AITraining,2376,34,193,Low,RegionF,150,2406,2376,NonPreemptive,RegionF,2376.0,2379.2166666666667,5.0,True
35450,BatchInference,2381,14,121,Medium,RegionC,80,2406,2381,NonPreemptive,RegionD,2381.0,2383.016666666667,58.0,True
35507,BatchInference,2381,18,108,Medium,RegionA,80,2406,2381,NonPreemptive,RegionE,2381.0,2382.8,78.0,True
35544,RealTimeInference,2387,7,206,High,RegionC,20,2391,2387,NonPreemptive,RegionA,2387.0,2390.4333333333334,15.0,True
35545,AITraining,2388,31,83,Low,RegionF,150,2406,2388,NonPreemptive,RegionE,2388.0,2389.383333333333,18.0,True
35571,AITraining,2385,111,126,Low,RegionF,150,2406,2385,NonPreemptive,RegionF,2385.0,2387.1,5.0,True
35783,RealTimeInference,2391,3,277,High,RegionA,20,2396,2391,NonPreemptive,RegionA,2391.0,2395.616666666667,5.0,True
36157,AITraining,2396,86,47,Low,RegionD,150,2406,2396,NonPreemptive,RegionB,2396.0,2396.7833333333333,60.0,True
36175,RealTimeInference,2388,5,84,High,RegionA,20,2390,2388,NonPreemptive,RegionB,2388.0,2389.4,12.0,True
36260,AITraining,2378,85,209,Low,RegionF,150,2406,2378,NonPreemptive,RegionE,2378.0,2381.483333333333,18.0,True
36369,AITraining,2387,70,98,Low,RegionE,150,2406,2387,NonPreemptive,RegionD,2387.0,2388.633333333333,22.0,True
36438,AITraining,2380,30,73,Low,RegionB,150,2406,2380,NonPreemptive,RegionD,2380.0,2381.2166666666667,60.0,True
36594,BatchInference,2377,12,91,Medium,RegionE,80,2406,2377,NonPreemptive,RegionE,2377.0,2378.516666666667,5.0,True
36634,RealTimeInference,2385,7,305,High,RegionF,20,2391,2385,NonPreemptive,RegionE,2385.0,2390.0833333333335,18.0,True
36680,AITraining,2387,118,359,Low,RegionF,150,2406,2387,NonPreemptive,RegionD,2387.0,2392.983333333333,25.0,True
36729,BatchInference,2388,9,385,Medium,RegionC,80,2406,2388,NonPreemptive,RegionF,2388.0,2394.4166666666665,76.0,True
36735,RealTimeInference,2387,2,274,High,RegionB,20,2392,2387,NonPreemptive,RegionB,2387.0,2391.5666666666666,5.0,True
36863,AITraining,2394,101,31,Low,RegionF,150,2406,2394,NonPreemptive,RegionE,2394.0,2394.516666666667,18.0,True
36902,BatchInference,2389,22,331,Medium,RegionE,80,2406,2389,NonPreemptive,RegionE,2389.0,2394.516666666667,5.0,True
36934,BatchInference,2382,6,172,Medium,RegionD,80,2406,2382,NonPreemptive,RegionE,2382.0,2384.866666666667,22.0,True
37033,RealTimeInference,2390,3,293,High,RegionC,20,2395,2390,NonPreemptive,RegionB,2390.0,2394.883333333333,14.0,True
37062,BatchInference,2399,12,148,Medium,RegionB,80,2406,2399,NonPreemptive,RegionF,2399.0,2401.4666666666667,79.0,True
37078,BatchInference,2379,14,275,Medium,RegionD,80,2406,2379,NonPreemptive,RegionD,2379.0,2383.5833333333335,5.0,True
37081,BatchInference,2397,17,267,Medium,RegionA,80,2406,2397,NonPreemptive,RegionD,2397.0,2401.45,65.0,True
37236,BatchInference,2378,21,288,Medium,RegionE,80,2406,2378,NonPreemptive,RegionD,2378.0,2382.8,22.0,True
37312,BatchInference,2383,17,393,Medium,RegionB,80,2406,2383,NonPreemptive,RegionD,2383.0,2389.55,60.0,True
37668,BatchInference,2392,11,247,Medium,RegionD,80,2406,2392,NonPreemptive,RegionD,2392.0,2396.116666666667,5.0,True
37688,BatchInference,2384,6,226,Medium,RegionD,80,2406,2384,NonPreemptive,RegionD,2384.0,2387.766666666667,5.0,True
37758,AITraining,2398,25,287,Low,RegionD,150,2406,2398,NonPreemptive,RegionD,2398.0,2402.7833333333333,5.0,True
37834,BatchInference,2394,17,399,Medium,RegionF,80,2406,2394,NonPreemptive,RegionF,2394.0,2400.65,5.0,True
37857,AITraining,2396,42,115,Low,RegionD,150,2406,2396,NonPreemptive,RegionE,2396.0,2397.9166666666665,22.0,True
37918,BatchInference,2383,5,142,Medium,RegionD,80,2406,2383,NonPreemptive,RegionE,2383.0,2385.366666666667,22.0,True
38021,RealTimeInference,2393,6,212,High,RegionB,20,2397,2393,NonPreemptive,RegionB,2393.0,2396.5333333333333,5.0,True
38165,BatchInference,2399,10,285,Medium,RegionB,80,2406,2399,NonPreemptive,RegionD,2399.0,2403.75,60.0,True
38208,AITraining,2392,122,106,Low,RegionF,150,2406,2392,NonPreemptive,RegionD,2392.0,2393.766666666667,25.0,True
38408,AITraining,2397,37,137,Low,RegionD,150,2406,2397,NonPreemptive,RegionF,2397.0,2399.2833333333333,25.0,True
38738,AITraining,2381,85,359,Low,RegionE,150,2406,2381,NonPreemptive,RegionD,2381.0,2386.983333333333,22.0,True
38774,RealTimeInference,2396,4,33,High,RegionA,20,2397,2396,NonPreemptive,RegionB,2396.0,2396.55,12.0,True
38786,AITraining,2396,95,398,Low,RegionA,150,2406,2396,NonPreemptive,RegionD,2396.0,2402.633333333333,65.0,True
38894,AITraining,2399,115,369,Low,RegionE,150,2406,2399,NonPreemptive,RegionD,2399.0,2405.15,22.0,True
38937,AITraining,2391,31,316,Low,RegionB,150,2406,2391,NonPreemptive,RegionD,2391.0,2396.266666666667,60.0,True
38944,AITraining,2387,91,186,Low,RegionC,150,2406,2387,NonPreemptive,RegionE,2387.0,2390.1,70.0,True
39010,AITraining,2379,86,20,Low,RegionD,150,2406,2379,NonPreemptive,RegionE,2379.0,2379.3333333333335,22.0,True
39262,AITraining,2378,103,26,Low,RegionE,150,2406,2378,NonPreemptive,RegionD,2378.0,2378.4333333333334,22.0,True
39318,BatchInference,2389,21,165,Medium,RegionA,80,2406,2389,NonPreemptive,RegionD,2389.0,2391.75,65.0,True
39380,RealTimeInference,2391,3,44,High,RegionB,20,2392,2391,NonPreemptive,RegionA,2391.0,2391.733333333333,12.0,True
39397,BatchInference,2390,7,388,Medium,RegionA,80,2406,2390,NonPreemptive,RegionD,2390.0,2396.4666666666667,65.0,True
39468,BatchInference,2394,16,67,Medium,RegionA,80,2406,2394,NonPreemptive,RegionC,2394.0,2395.116666666667,15.0,True
39597,BatchInference,2386,17,335,Medium,RegionD,80,2406,2386,NonPreemptive,RegionE,2386.0,2391.5833333333335,22.0,True
39629,BatchInference,2397,5,19,Medium,RegionD,80,2406,2397,NonPreemptive,RegionA,2397.0,2397.3166666666666,65.0,True
39669,AITraining,2394,77,272,Low,RegionE,150,2406,2394,NonPreemptive,RegionF,2394.0,2398.5333333333333,18.0,True
39748,RealTimeInference,2381,1,201,High,RegionC,20,2385,2381,NonPreemptive,RegionB,2381.0,2384.35,14.0,True
39773,AITraining,2395,33,34,Low,RegionE,150,2406,2395,NonPreemptive,RegionC,2395.0,2395.5666666666666,70.0,True
39788,RealTimeInference,2399,7,263,High,RegionC,20,2404,2399,NonPreemptive,RegionC,2399.0,2403.383333333333,5.0,True
39791,BatchInference,2377,4,287,Medium,RegionB,80,2406,2377,NonPreemptive,RegionF,2377.0,2381.7833333333333,79.0,True
39924,BatchInference,2382,4,156,Medium,RegionC,80,2406,2382,NonPreemptive,RegionF,2382.0,2384.6,76.0,True
40341,RealTimeInference,2396,2,386,High,RegionA,20,2403,2396,NonPreemptive,RegionC,2396.0,2402.4333333333334,15.0,True
40375,RealTimeInference,2398,4,80,High,RegionA,20,2400,2398,NonPreemptive,RegionB,2398.0,2399.3333333333335,12.0,True
40446,BatchInference,2387,9,32,Medium,RegionA,80,2406,2387,NonPreemptive,RegionD,2387.0,2387.5333333333333,65.0,True
40505,BatchInference,2396,6,380,Medium,RegionA,80,2406,2396,NonPreemptive,RegionD,2396.0,2402.3333333333335,65.0,True
40539,BatchInference,2388,10,132,Medium,RegionB,80,2406,2388,NonPreemptive,RegionE,2388.0,2390.2,74.0,True
40554,RealTimeInference,2386,5,372,High,RegionB,20,2393,2386,NonPreemptive,RegionB,2386.0,2392.2,5.0,True
